Campaign_ID,Message,Campagin_Title ,Receiving NPO name ,Number_campaigns_NPO,Campaign_Status,Actual_Donation_Amount,Log10_Donation_Amount,Distinct_Donors,Campaign_Goal,Campaign Completion Rate,Days Left for Campaign,Duration,Campaign Start Date,Campaign Start Date,Month,Month,Day,Year,Campaign End Date,Campaign End Date,Month,Month,Day,Year,NPO Ipc Status For Tax Deductibility,NPO,Campaign Image #,Campaign Image1 Id,Campaign Image2 Id,Campaign Image3 Id,Campaign Image4 Id,Campaign Image5 Id,Campaign Vid #,Campaign Video,Message,Impact Message 1,Impact Message 2,Impact Message 3,Impact Message 4,Impact Message 5,Custom Amount 1,Custom Amount 2,Custom Amount 3,Custom Amount 4,About Campaign,About Charity,Org Cause Animal Welfare,Org Cause Arts & Heritage,Org Cause Children & Youth,Org Cause Community,Org Cause Disability,Org Cause Education,Org Cause Elderly,Org Cause Environment,Org Cause Families,Org Cause Health,Org Cause Humanitarian,Org Cause Social Service,Org Cause Sports,Org Cause Women & Girls,Cam Cause Animal Welfare,Cam Cause Arts & Heritage,Cam Cause Children & Youth,Cam Cause Community,Cam Cause Disability,Cam Cause Education,Cam Cause Elderly,Cam Cause Environment,Cam Cause Families,Cam Cause Health,Cam Cause Humanitarian,Cam Cause Social Service,Cam Cause Sports,Cam Cause Women & Girls
46011566,1,#ENGAGE - Towards a Digitally Inclusive Society,The RICE Company Limited,2,ENDED,680,0,10," 50,000 ",1%,Campaign Ended,365,21/9/20,"September 21, 2020",9,September,21,2020,20/9/21,"September 20, 2021",9,September,20,2021,TRUE,1,5,47008916,47008937,47008946,47008954,47008968,0,,1,Thank you for supporting #ENGAGE for a digitally inclusive community.,Thank you for supporting #ENGAGE for a digitally inclusive community.,Thank you for supporting #ENGAGE for a digitally inclusive community.,Thank you for supporting #ENGAGE for a digitally inclusive community.,Thank you for supporting #ENGAGE for a digitally inclusive community.,20,50,100,200,"The recent Covid-19 public health crisis highlighted the social impact of the 'digital divide' more than ever. 

Through a collaboration with MOE during the Circuit Breaker period which provided online engagement programmes for vulnerable children and youths in their schools, TRCL noted three gaps in society  (1) lack of access to digital devices (2) lack of digital literacy (3)need for wholesome digital & creative content.  

President Halimah Yacob highlighted the need to build a digitally inclusive society during the announcement of President's Challenge 2020 and encouraged social service agencies to look into this area to help our vulnerable communities remain economically and socially active.

In this, #Engage aims to:

-  Provide digital devices for vulnerable children 
-  Develop original digital arts programmes which engender creativity, acquire new skills and impart wholesome values 
-  Develop online arts festivals to showcase the creativity and voices of our children 

With #Engage, our vulnerable children will be able to have: 

-  their own digital devices
-  free access to programmes which will allow them to (a) be familiar with operating basic hardware and software, (b) develop digital content and (c) acquire future skills such as coding, online production and creative skills

All donations qualify for 250% tax deduction.  #Engage is an initiative of TRCL, a not-for-profit arts organization and charity.","The RICE Company Limited (TRCL) is a not-for-profit organisation and registered charity with IPC (Institutions of Public Character) status. 

TRCL seeks to harness the potential of the arts to benefit under-served children and youths in the community. TRCL manages a social fund (The Business Times Budding Artists Fund), arts centres (The Little Academy and 10 Square Youth) in Northpoint city and Orchard Central and two subsidiaries (Global Cultural Alliance and Millet Holdings). 

For more information, visit www.therice.sg",,,Children & Youth,Community,,,,,Families,,,,,,,Arts & Heritage,Children & Youth,Community,,,,,Families,,,,,
46244799,1,Children's Day Charity Drive - Bringing hope to kidney patients!,The National Kidney Foundation,3,ENDED,"1,590",0,24," 55,000 ",3%,Campaign Ended,40,22/9/20,"September 22, 2020",9,September,22,2020,31/10/20,"October 31, 2020",10,October,31,2020,TRUE,1,4,46380989,46384075,46384319,46384428,0,1,https://youtu.be/TK8Yhc5dwEw,1,Provides subsidies for kidney patients while they are waiting for kidney transplant,Provides subsidies for kidney patients while they are waiting for kidney transplant,Provides subsidies for kidney patients while they are waiting for kidney transplant,Provides subsidies for kidney patients while they are waiting for kidney transplant,Every gesture matters and your contribution means a lot to our patients. Thank you for partnering us in walking alongside with our patients!,10,20,50,100,"En Xuan was born with kidney disease and her kidneys stopped working when she was in Primary 1. To sustain her life, she had to undergo home-based peritoneal dialysis, going to bed by 8pm every night to be hooked up to a machine for about 10 hours to filter waste products from her blood. 

However, thanks to a transplant in 2016 - which is the best treatment option as the ""replacement kidney"" can substitute almost fully the lost functions of the failed kidneys - she has been leading a normal life like any other child. She can sleep better throughout the night without the machine disrupting her sleep and can shower more conveniently as she no longer has to cover up the catheter and redress the area. She can go out with her family and friends without any restrictions and has even travelled to Malaysia and Thailand! 

Many other patients, including young ones, need dialysis to sustain their lives while they wait for a transplant. Come support them by giving them hope in celebration of Children's Day this year. 

This charity drive is one of five initiatives under Project Hi-5! which features a series of 5 meaningful campaigns to support our patients through highly subsidised dialysis treatment and holistic care.

Please note that photos and video were taken before the COVID-19 outbreak","The National Kidney Foundation (NKF) is currently supporting more than 5,000 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 74% paying $50 or less a month out-of-pocket. 

NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community. 

Partner us in giving Life & Hope to our patients now!

All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients. 

To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/",,,Children & Youth,Community,,,Elderly,,,Health,,,,,,,Children & Youth,Community,,,Elderly,,,Health,,,,
46352473,1,E-Learning Capability Development Project,SNEC HEALTH RESEARCH ENDOWMENT FUND,1,ENDED,125,0,3," 250,000 ",0%,Campaign Ended,76,25/10/20,"October 25, 2020",10,October,25,2020,8/1/21,"January 8, 2021",1,January,8,2021,TRUE,1,1,46352471,0,0,0,0,0,,1,We are grateful for your kind contribution to SNEC HREF Fund. Your generosity and valued support paves the way to a brighter future. Thank you for your previous gift of sight.,We are grateful for your kind contribution to SNEC HREF Fund. Your generosity and valued support paves the way to a brighter future. Thank you for your previous gift of sight.,We are grateful for your kind contribution to SNEC HREF Fund. Your generosity and valued support paves the way to a brighter future. Thank you for your previous gift of sight.,We are grateful for your kind contribution to SNEC HREF Fund. Your generosity and valued support paves the way to a brighter future. Thank you for your previous gift of sight.,We are grateful for your kind contribution to SNEC HREF Fund. Your generosity and valued support paves the way to a brighter future. Thank you for your previous gift of sight.,10,60,120,220,"In face of a worldwide pandemic situation, there is an urgent need for a model that could support training in situations where face-to-face teaching and collaboration is not possible. The need is particularly evident in the healthcare sector where the upskilling and reskilling of staff could relieve issues posed by manpower shortage and aid in the coping of increasing healthcare demands. 

This project serves to develop an online learning platform of ophthalmology related contents so as to deliver continuous learning opportunities even during pandemic situation.","Launched in July 2016, VisionSave is a novel initiative that taps on philanthropic investment to usher in innovative eye care research, treatment and delivery in Singapore and the region. It also aims to save sight and ensure optimal outcome for every patient. 

VisionSave aligns with SNEC and SERI's reputation as a centre of eye care and research excellence in Singapore, as well as the philanthropic spirit of the late SNEC founder Professor Arthur Lim, who modelled a giving spirit in both his personal and professional endeavours.


For more information, please visit our websites: https://www.visionsave.sg and https://ww.snec.com.sg",,,,Community,,Education,,,,Health,,,,,,,,Community,,Education,,,,Health,,,,
46371407,1,SMU Arts Festival Supports SMU Resilience Fund to Assist Students Impacted by COVID-19,Singapore Management University,2,ENDED,"5,110",0,16," 8,000 ",64%,Campaign Ended,53,24/9/20,"September 24, 2020",9,September,24,2020,15/11/20,"November 15, 2020",11,November,15,2020,TRUE,1,5,46456278,46456295,46456309,46456409,46456418,0,,1,Thank you for your kind donation. Your contribution will provide financial relief to our SMU Students impacted by COVID-19.,Thank you for your kind donation. Your contribution will provide financial relief to our SMU Students impacted by COVID-19.,Thank you for your kind donation. Your contribution will provide financial relief to our SMU Students impacted by COVID-19.,Thank you for your kind donation. Your contribution will provide financial relief to our SMU Students impacted by COVID-19.,Thank you for your kind donation. Your contribution will provide financial relief to our SMU Students impacted by COVID-19.,10,20,50,100,"A-PART is SMU's first-ever online arts festival, organised as part of the university's 20th anniversary celebrations. Conceived during the COVID-19 pandemic, and in the midst of our nation's Circuit Breaker, A-PART is a creative response to our shared experiences told through 8 original works to uplift the morale of a global stay-home audience.  Audiences can also participate by submitting their art inspired by our productions to our website at PLAY A-PART.

Visit smu.sg/artsfest from 2-30 Oct to enjoy all these free! SMU Arts Festival is a supporter of the SMU Resilience Fund, which financially assists SMU students impacted by COVID-19.","Singapore Management University (SMU) is an autonomous university in Singapore, established in 2000, comprising 6 Schools, primarily the Schools of Accountancy, Business, Computing & Information Systems, Economics, Law, and Social Sciences. 

SMU has a needs-blind admissions policy, which pledges that no deserving undergraduate student shall be denied of a place at SMU due to their financial constraints. Your support -- no matter how large or small -- will thus meaningfully impact our students, and ensure that no student is deprived of our unique education experience.

Your kind contribution will help us make a difference in our students' lives! Thank you very much!",,,,Community,,Education,,,Families,,,,,,,,,Community,,Education,,,Families,,,,,
46404356,1,NKF Run Inspired! - Run for Dialysis Patients #GivingWeekSG,The National Kidney Foundation,5,ENDED,"5,610",0,43," 200,000 ",3%,Campaign Ended,110,14/10/20,"October 14, 2020",10,October,14,2020,31/1/21,"January 31, 2021",1,January,31,2021,TRUE,1,5,55810614,56172995,56173103,56173115,56173123,1,https://www.youtube.com/watch?v=313afLkKndE,1,"To help provide Artificial Kidneys (A.K.s) for over 3,800 dialysis patients to filter waste and excess fluids, crucial in their dialysis treatment.","To help provide Artificial Kidneys (A.K.s) for over 3,800 dialysis patients to filter waste and excess fluids, crucial in their dialysis treatment.","To help provide Artificial Kidneys (A.K.s) for over 3,800 dialysis patients to filter waste and excess fluids, crucial in their dialysis treatment.","To help provide Artificial Kidneys (A.K.s) for over 3,800 dialysis patients to filter waste and excess fluids, crucial in their dialysis treatment.","To help provide Artificial Kidneys (A.K.s) for over 3,800 dialysis patients to filter waste and excess fluids, crucial in their dialysis treatment.",10,25,50,200,"Did you know, there are nearly 5.5 new kidney failure patients in Singapore every day? 

The number of new cases has increased about 60% over the past 10 years with diabetes being the No. 1 cause of kidney failure. More than half who have diabetes are unaware of their condition.  

Run Inspired! is NKF's inaugural three-week virtual charity run event. Participants can run at their own pace and space to help achieve a collective distance of 55,000km and raise $200,000 to provide Artificial Kidneys (A.K.s), crucial in our patients' dialysis treatment to filter waste and excess fluids. 

Our run ambassadors will be sharing their motivational stories throughout the event to uplift the community to step out of their comfort zone to run for a meaningful cause and be empowered to take charge of their well-being. 

Menarini Asia-Pacific, our main partner, will be donating S$2 for every kilometre (KM) covered by participants, up to S$100,000, increasing the impact of your participation.

So rally your friends and family members to run together for a good cause! To make it even more meaningful, you can start your own fundraising campaign to garner support and donations to help kidney failure patients!

Register now at http://qrco.de/runinsreg

#SGCares  #GivingWeekSG #CityofGood","The National Kidney Foundation (NKF) is currently supporting more than 5,000 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 74% paying $50 or less a month out-of-pocket. 

NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community. 

Partner us in giving Life & Hope to our patients now!

All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients. 

To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/",,,Children & Youth,Community,,,Elderly,,,Health,,,,,,,,Community,,,Elderly,,,Health,,,,
46441274,1,Cook for Fun-d!,Playeum Ltd,2,ENDED,"3,812",0,60," 10,000 ",38%,Campaign Ended,91,2/10/20,"October 2, 2020",10,October,2,2020,31/12/20,"December 31, 2020",12,December,31,2020,TRUE,1,1,48460910,0,0,0,0,0,,1,Will support Playeum and Centre for Fathering's impact work with children and families.,Will support Playeum and Centre for Fathering's impact work with children and families.,Will support Playeum and Centre for Fathering's impact work with children and families.,Will support Playeum and Centre for Fathering's impact work with children and families.,Will support Playeum and Centre for Fathering's impact work with children and families.,10,50,100,200,"As part of Giving Week 2020, Kitchen Movements, Playeum and Centre for Fathering/DADs for Life challenge you to a cook-off with a twist (includes a mystery box ingredient...). 

Free participation for families - cook your best dish & fundraise for good, get your friends to support and come get creative with us! 
Registration here: https://tinyurl.com/yyyyme5c 

This virtual event is in fundraising support of Playeum and Centre for Fathering's on-going work in building children and families from all backgrounds, their life skills and bonding experiences through play.

For families taking part to cook: Kindly ensure you've sent in your registration - we'll contact you with more info!

For supporters: if you're supporting a family involved, any donation amount is welcomed :-)

Your donation towards this campaign supports the work of not one, but two charities. Both Playeum and Centre for Fathering share an affinity in building families that are playful, bonded, resilient and empowered with ever-growing life skills. 

At the heart of this joint vision and mission between Kitchen Movements, Playeum & Centre for Fathering is a shared belief in the importance of building families and making room for creativity, and how it can be inculcated into everyday life - be it in the kitchen or in the way we raise families.","Playeum is an independent charity organisation (IPC) that champions children through play, creativity and the arts. We advocate for children's voices and the development of crucial 21st century skills such as problem-solving, communication, collaboration, critical thinking and more, through the play and the arts. 

Through our deep-impact programmes and outreach that enhance social-emotional learning and confidence building, we work closely with children under our community partners such as Family Service Centres (FSCs), Children's Home & Child Protection Services, and as well as children with special needs to ensure that all children have the space and time to play creatively. 

Find out more about our work at https://www.playeum.com/.",,,Children & Youth,Community,,Education,,,,,,,,,,Arts & Heritage,Children & Youth,Community,,Education,,,,,,,,
46447269,1,Donate to Make Dementia Care Affordable #GivingWeekSG,Alzheimer's Disease Association,2,ENDED,"23,140",0,144," 20,000 ",116%,Campaign Ended,93,30/9/20,"September 30, 2020",9,September,30,2020,31/12/20,"December 31, 2020",12,December,31,2020,TRUE,1,5,48119508,48119521,48119529,48119543,48119577,0,,1,"Your generous support will provide ADA with the resources to continue our help and support to persons living with dementia, their families, and caregivers. Thank you.","Your generous support will provide ADA with the resources to continue our help and support to persons living with dementia, their families, and caregivers. Thank you.","Your generous support will provide ADA with the resources to continue our help and support to persons living with dementia, their families, and caregivers. Thank you.","Your generous support will provide ADA with the resources to continue our help and support to persons living with dementia, their families, and caregivers. Thank you.","Your generous support will provide ADA with the resources to continue our help and support to persons living with dementia, their families, and caregivers. Thank you.",10,50,100,500,"This year has been challenging for everyone, especially with the ongoing pandemic affecting the daily lives of our persons living with dementia and their caregivers. 

Our Dementia Daycare centres play an essential role in delivering social services to persons with dementia and their families. 

- Occupational Therapy: Help people living with dementia (with or without a caregiver) to function independently and do day-to-day activities. 
- Physiotherapy: Support people living with dementia to restore or maintain their health or fitness. 
- Group Exercises & Games
- Reminiscence Therapy: Through the use of reminiscence, people living with dementia are encouraged to share their life experiences, memories, and stories from the past. 
- Leisure Activities & Hobbies

From FY2019-2020, our programmes and services take care of 6,400 persons living with dementia, family/ domestic/ professional caregivers. 

With the help of your donations, ADA will continue to: 
 
1. Support people living with dementia and their families, who may be adversely affected by the COVID-19 situation. 
2. Provide innovative solutions to continue or improve our daycare services while upholding safety distancing measures. 
3. Build capabilities that support our operational and/ or charity continuity.

Please support us during this challenging period.  #SGCares #GivingWeekSG #CityOfGood","Alzheimer's Disease Association (ADA) was formed in 1990 as a result of a growing concern for the needs of persons with dementia, their families and caregivers. 

Through our work, the Association hopes to reduce stigma by increasing awareness and understanding of dementia, enabling and involving persons living with dementia to be integrated and accepted in the community, and leading in the quality of dementia care services which support persons with dementia and their families. 

As a non-profit organisation, ADA operates with limited resources. We cannot battle dementia alone. Donation will help fund our programmes and services that will benefit our beneficiaries and their families.",,,,Community,Disability,,Elderly,,,Health,,,,,,,,Community,Disability,,Elderly,,,Health,,,,
46587889,1,Help fund the fight against Breast Cancer in Singapore!,NCCS Cancer Fund,8,ENDED,"2,871",0,39," 3,000 ",96%,Campaign Ended,92,29/9/20,"September 29, 2020",9,September,29,2020,29/12/20,"December 29, 2020",12,December,29,2020,TRUE,1,1,46587876,0,0,0,0,0,,1,Thank you for your gift!,Thank you for your gift!,Thank you for your gift!,Thank you for your gift!,Your act of kindness goes a long way to help patients in their battle with cancer. Donate today and join in the battle against cancer.,10,50,100,250,"Breast Cancer is the most common form of cancer and is the leading cause of cancer death among women in Singapore. Around 1 in 13 women here will develop Breast Cancer in their lifetime.

This means that most of us, would in some way, know of a mother, wife, daughter, aunt, niece, sister, or friend, who had fought or is currently fighting Breast Cancer. While many have won and survived, many have also lost their fight against this terrible disease.

This year during Breast Cancer Awareness Month, I would like to pay tribute to this group of very important people, who despite being the pillars of strength for their loved ones and society, is in desperate need of our help to protect them against the scourge of Breast Cancer.

Thanks to Research and Patient Care Programmes, Breast Cancer survival rates have improved greatly. However, researchers need to continue studies to seek a better and permanent cure for Breast Cancer and this needs funds!

I would like to reach out to all of you, and solicit your help to raise $3,000 for Breast Cancer Patient Care and Research Programmes to improve the odds of survival for Breast Cancer patients!

So, please join me and make a donation to this meaningful cause. Your support will help NCCS in the fight against Breast Cancer today and make a great difference to the future of all women in Singapore! We need your help to get there! You can make a difference and save lives.","Someone in Singapore is diagnosed with cancer every hour. For many, a cancer diagnosis is an emotional and difficult time. The NCCS Cancer Fund helps support the fight against cancer by supporting patient care, cancer research and cancer education. 30% of funds will be used to cover operating expenses.

NCCS helps over 26,000 cancer patients each year. From the moment they are diagnosed and throughout their treatment we are with them, providing the very best care, by the best people, in the best place.

Donate today and help us give hope to people with cancer.


All donations received are managed by SingHealth Fund (SHF), an institution of Public Character (UEN 201624016E).
All donors are required to provide their Tax Reference number (e.g. NRIC/FIN/UEN where applicable) to enjoy tax deduction. The donation will be automatically included in the donor's IRAS tax assessment. As such, we will not be sending any official receipt, unless upon written request by the donor.

Please note that donations must be made b",,,,Community,Disability,,,,,Health,,,,,,,,,,,,,,Health,,,,
46592193,1,Adult Disability Home Building Fund,AWWA Ltd,1,ENDED,760,0,12," 250,000 ",0%,Campaign Ended,122,1/9/20,"September 1, 2020",9,September,1,2020,31/12/20,"December 31, 2020",12,December,31,2020,TRUE,1,3,46592044,46592069,46592078,0,0,0,,1,You have made a difference! Your contribution will provide a conducive living environment for up to 300 adults with disabilities.,You have made a difference! Your contribution will provide a conducive living environment for up to 300 adults with disabilities.,You have made a difference! Your contribution will provide a conducive living environment for up to 300 adults with disabilities.,You have made a difference! Your contribution will provide a conducive living environment for up to 300 adults with disabilities.,You have made a difference! Your contribution will provide a conducive living environment for up to 300 adults with disabilities.,50,100,150,200,"In line with AWWA's mission to empower the disadvantaged to lead independent and dignified lives, and our ethos to fill gaps in answer to the needs of the disadvantaged, AWWA will be starting an Adult Disability Home (ADH). With the ADH, 300 clients in the post-18 cohort will have a safe place to live, and their needs provided for. For those whose families are unable to care for them, AWWA ADH provides respite and peace of mind knowing that their family members are well taken care of.","Established in 1970, AWWA is a local non-profit organisation that provides community-based programmes and services to people of all ages. From early intervention programmes to special education for children and youth with special needs and multiple disabilities, caregivers support, life-enhancing services for families to senior community home, rehabilitation and outreach programmes and services to enable ageing-in-place and active-ageing, AWWA puts people first. Through our programmes and services, we strive to empower and optimise the potential of our clients to lead dignified and independent lives. 

Visit us at awwa.org.sg to find out more about services and programmes.",,,Children & Youth,,Disability,Education,Elderly,,,,,,,,,,Children & Youth,,Disability,Education,Elderly,,,,,,,
46592305,1,Celebrating Poh Heng's 60th Birthday with a Good Cause!,Caregiving Welfare Association,2,ENDED,"9,878",0,32," 6,000 ",165%,Campaign Ended,20,1/10/20,"October 1, 2020",10,October,1,2020,20/10/20,"October 20, 2020",10,October,20,2020,TRUE,1,2,46591966,46591978,0,0,0,0,,1,Thank you for your generosity. Your donation will go a long way in providing for our needy elderly and their caregivers.,Thank you for your generosity. Your donation will go a long way in providing for our needy elderly and their caregivers.,Thank you for your generosity. Your donation will go a long way in providing for our needy elderly and their caregivers.,Thank you for your generosity. Your donation will go a long way in providing for our needy elderly and their caregivers.,Thank you for your generosity. Your donation will go a long way in providing for our needy elderly and their caregivers.,10,50,100,200,"Join Poh Heng as he celebrates his 60th Birthday by giving back to the society. For Poh Heng's birthday wish, he hopes to raise a target amount of at least $6000 for Caregiving Welfare Association. The amount raised will be used to sustain support programmes for caregivers who experience burnout during their caregiving journey, and for their elderly loved ones to be well supported to walk through their golden years. 

Caregivers play an important role in taking care of their loved ones, but their well-being are often being neglected. As such, Poh Heng hopes that through his contribution, caregivers would be able to receive the necessary support in their daily caregiving role to enable them to contiune to provide quality care to their elderly loved ones.","The Caregiving Welfare Association (CWA) is a Social Service Agency that depends mainly on community support and funding to fuel its efforts to provide timely assistance to the seniors and their caregivers.

We have expanded our scope and emphasis on direct eldercare services to help seniors to age in place and that institution care should be the very last resort. 

It is only with strong and continued societal support that we can give our seniors the grace and dignity to walk through their golden years, and for family caregivers to be well supported in their journey of caregiving.

Your donation and support will help to fund the following core services: 

1) Elderly Wellness and Social Support 
2) Welfare Support
3) Education and Awareness
",,,,,,,Elderly,,Families,Health,,,,,,,,,,,Elderly,,Families,Health,,,,
46596457,1,Transform Young Musicians with New Instruments,Singapore Symphonia Company Limited,1,ENDED,"15,666",0,16," 30,000 ",52%,Campaign Ended,365,30/9/20,"September 30, 2020",9,September,30,2020,29/9/21,"September 29, 2021",9,September,29,2021,TRUE,1,3,46596674,46596771,46596789,0,0,0,,1,Your donation will go to the SNYO general instrument purchase fund and get a young musician one step closer to a new instrument.,Your donation will go to the SNYO general instrument purchase fund and get a young musician one step closer to a new instrument.,Your donation will go to the SNYO general instrument purchase fund and get a young musician one step closer to a new instrument.,"Your donation will go to the SNYO general instrument purchase fund and get a young musician one step closer to a new instrument. Donor benefits from $1,000: www.sso.org.sg/support-us/patron-benefits","Your donation will go to the SNYO general instrument purchase fund and get a young musician one step closer to a new instrument. Donor benefits from $1,000: www.sso.org.sg/support-us/patron-benefits",50,200,500,1000,"Donate to help purchase instruments for loan to our young talent who cannot afford them to further musical pursuit.

The Singapore National Youth Orchestra(SNYO) nurtures top young musicians to continue building for Singapore a thriving cultural scene into the future.

For a young musician, the opportunity to play on near-professional quality instruments is a powerful transformative experience in their talent development.

SNYO provides loans of such instruments to members who otherwise would not have the means to further their progress. With SNYO's on-going careful use of grant funding, our current instruments are almost 40 years old, and it is time to refresh some of them.

We have recently received a generous and meaningful gift, a new bassoon, from Ms Vivien Goh, who was the youth orchestra's first Music Director. This gift was made in memory of her late sister, Mrs Patricia Wei, SNYO's first bassoon tutor. This was the first time we received a new bassoon in 18 years.

There are many other instruments that need a timely renewal and we hope you can lend a helping hand. Your donation will help build a SNYO general instrument purchase fund, to enable more talented youth to reach beyond their potential.

Your donation will make twice the difference with matching from the Cultural Matching Fund. Donations of $50 and above will enjoy 250% tax deduction for Singapore tax-payers. If you would like to donate an instrument instead, please contact the SNYO office: snyo@sso.org.sg.","Because of COVID-19, the SSO, like many orchestras around the world, is going through a very difficult time. Corporate giving and ticket revenues have plummeted due to cancellations.

We hope you will consider supporting your orchestra by making a donation.

""As Singapore's National Orchestra, the SSO will do everything it can to bring joy, solace, inspiration and hope through music... we recognise that many are going through a difficult time, and we are deeply humbled by your continued faith in the SSO despite your own business and personal challenges.""
- Goh Yew Lin, Chairman, Singapore Symphony Group.
(Please read our Chairman's letter here: https://www.sso.org.sg/bravissimo/bravissimo-march-2020 )

An arts charity, the Singapore Symphony Group (SSG) manages the country's flagship orchestra, the Singapore Symphony Orchestra. The orchestra comprises 95 full-time musicians that play a versatile repertoire of familiar favourites and exciting new works. Each year, we organise some 50 free concerts and events f",,,Children & Youth,Community,,Education,,,,,,,,,,Arts & Heritage,Children & Youth,Community,,Education,,,,,,,,
46625215,1,Fairy Godparent Programme - Help our children and STOP intergenerational offending!,ISCOS ReGen Fund,1,ENDED,"145,705",0,78," 500,000 ",29%,Campaign Ended,182,1/10/20,"October 1, 2020",10,October,1,2020,31/3/21,"March 31, 2021",3,March,31,2021,TRUE,1,3,46623937,46623945,46850215,0,0,1,https://www.youtube.com/watch?v=Pb4fMAuXoyE,1,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for our children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for our children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,Thank you for your support! Your donation will help to keep the Fairy Godparent Programme going for these children and families.,50,100,300,500,"The absence of parental figure. Loss of care and trust. Strained family ties. Feelings of shame and abandonment. Social stigma.

""For someone like me, what future is there for me? Nobody cares.""

These came from the realities of the children of reformed offenders. When an individual goes to prison, he or she is not the only one affected. Their family members suffer greatly in many ways too, especially the children. Studies have shown that due to the various factors and negative exposures, there is a higher likelihood for them to follow their parent's missteps and commit crimes, a phenomenon known as intergenerational offending.

Through the Fairy Godparent Programme, we reach out to these children from low-income families via various academic and pro-social initiatives (see image 3 for list) throughout their growing up years. When COVID-19 hits, we had to step up and go virtual to continue engaging these children because we know that this is the time the families require support the most, with the pandemic aggravating their already challenging situation. 

With your donation, we can make a difference in these young lives together and provide them with access to opportunities so that they can chart their own paths in life.","The ISCOS ReGen Fund is a registered charity that supports children and families of reformed offenders as well as the reformed offenders in rebuilding their lives. The charity is an approved Institution of a Public Character (IPC) since 15 March 2019.

Through the Fairy Godparent Programme (FGP), various initiatives are rolled out to empower the children with the opportunity of a complete education and the skills required to be employable and financially independent in future. FGP is designed with the main objective of preventing intergenerational offending.",,,Children & Youth,,,Education,,,Families,,,Social Service,,,,,Children & Youth,,,Education,,,Families,,,Social Service,,
46981431,1,"Gift of Life, Gift of Hope",SingHealth Fund,1,ENDED,"6,551",0,12," 100,000 ",7%,Campaign Ended,365,13/10/20,"October 13, 2020",10,October,13,2020,12/10/21,"October 12, 2021",10,October,12,2021,TRUE,1,4,46981360,46981391,46981399,46981419,0,0,,1,Thank you! Your donation would go towards furthering Transplantation and Organ Donation initiatives that bring about a brighter tomorrow for our transplant patients.,Thank you! Your donation would go towards furthering Transplantation and Organ Donation initiatives that bring about a brighter tomorrow for our transplant patients.,Thank you! Your donation would go towards furthering Transplantation and Organ Donation initiatives that bring about a brighter tomorrow for our transplant patients.,Thank you! Your donation would go towards furthering Transplantation and Organ Donation initiatives that bring about a brighter tomorrow for our transplant patients.,Thank you! Your donation would go towards furthering Transplantation and Organ Donation initiatives that bring about a brighter tomorrow for our transplant patients.,10,50,100,200,"Did you know that transplantation can provide patients with end-stage illnesses a second lease of life? Our transplant recipients would be able to enjoy longer and more fulfilling lives with their families. Here at SingHealth Duke-NUS Transplant Centre, TRUEfund helps sustain our efforts in research, education and clinical initiatives. For our patients on the waiting list, transplantation is made possible through the selfless acts of organ, tissue and cell donations - Gift of Life. Developments in clinical work also help create a brighter tomorrow of hope and health-Gift of Hope.

Your generous donation will positively impact Organ Donation and Transplantation in many ways.
1. Transplants can be costly and potentially career-hindering. You can help meet the needs of today so that our patients and their loved ones can focus on recovery.
2. Scarcity of organ and tissues donors mean our patients stay ill longer. Supporting clinical research allows the centre to pursue its search for innovative solutions.
3. Opening hearts and minds to Organ Donation might spark conversations that could save more lives. Bolstering outreach and education efforts to encourage more voices of advocacy.","This year, SingHealth and our institutions celebrate 200 years of Medicine in Singapore.  Join us in co-creating a healthier tomorrow for generations to come. 

SingHealth Fund (SHF) champions research, education and clinical care causes across SingHealth, Singapore's largest public healthcare cluster. Annually, we receive close to 6 million patient visits across our network of four acute hospitals, five national specialty centres as well as community hospitals and polyclinics.
 
With your support we can, together, ignite and advance the fullest potential of Medicine.
 
Funds raised will address and bridge the gaps between existing government grants and support schemes to bring about better health for our patients and community by:
- providing aid to patients-in-need and their families.
- empowering researchers, educators and clinicians to accelerate medical breakthroughs.
- fueling innovation and nurturing future generations of healthcare leaders.

In addition, funds raised will support initiatives to boost ",,,,,,,,,,Health,,,,,,,,,,,,,,Health,,,,
