S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
210,LIGHTHOUSE SCHOOL,Registered,T02CC1619F,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
211,LITTLE FLOCK INTERNATIONAL CHURCH LIMITED,Registered,198001460H,Not Applicable,Religious,Christianity,
212,Living Streams Christian Church,Registered,S90SS0084L,Not Applicable,Religious,Christianity,Direct Services
213,Long Xian Shan Gong Temple,Registered,S95SS0010F,Not Applicable,Religious,Taoism,Direct Services
214,MACPHERSON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S95CC1109G,From 01/7/2021 to 30/6/2024,Community,South East,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
215,Mandai Lian Hup Tng,Registered,S85SS0098L,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
216,MANDAI NATURE FUND LTD.,Registered with IPC,200823204E,From 01/10/2021 to 30/9/2023,Others,"Animal Welfare,Environment","Grantmaking Public awareness, promotion & advisory Research"
217,MARANATHA BAPTIST CHURCH LIMITED,Registered,198305428C,Not Applicable,Religious,Christianity,
218,Maranatha Bible Presbyterian Church,Registered,S96SS0061K,Not Applicable,Religious,Christianity,
219,MARINE STEWARDSHIP COUNCIL ASIA LTD.,Registered,201215612M,Not Applicable,Others,Environment,
220,Meow Im Kok Yuen Temple,Registered,S94SS0006E,Not Applicable,Religious,Buddhism,
221,Migrant Workers' Assistance Fund,Registered with IPC,T12CC0003C,From 21/3/2022 to 20/3/2025,Social and Welfare,Community,
222,Moh Hong Buddhist Shrine,Registered,S91SS0034B,Not Applicable,Religious,Buddhism,Direct Services
223,MORAL SENIORS ACTIVITY CENTRE (KAKI BUKIT),Registered,T00CC1436C,Not Applicable,Health,Others; Active Ageing,Direct Services
224,Motor Sports Singapore,Registered,S69SS0025B,Not Applicable,Sports,NSAs,"Public awareness, promotion & advisory"
225,Mou Shan Tin Yam Meditation Altar,Registered,S93SS0075F,Not Applicable,Religious,Taoism,
226,Mount Calvary Baptist Church,Registered,S94SS0032C,Not Applicable,Religious,Christianity,Direct Services Training & education
227,Mount Horeb Bible-Presbyterian Church,Registered,T05SS0204K,Not Applicable,Religious,Christianity,Direct Services
228,Mount Olives Church of God,Registered,S97SS0094G,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Training & education"
229,MOUNTBATTEN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered,S87CC0426G,Not Applicable,Community,South East,"Financial assistance, bursaries & scholarships"
230,MRS LIM CHUAN HOE SCHOLARSHIP FUND,Registered,T02CC1635K,Not Applicable,Education,Foundations & Trusts,
231,MUSICAL THEATRE LTD.,Registered with IPC,200614780G,From 14/11/2022 to 13/11/2024,Arts and Heritage,Theatre & Dramatic Arts,"Direct Services Public awareness, promotion & advisory Training & education"
232,NADI SINGAPURA LTD.,Registered,201316976R,Not Applicable,Arts and Heritage,"Music & Orchestras,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education","Public awareness, promotion & advisory Training & education"
233,NANYANG CITIZEN'S CONSULTATIVE COMMITTEE WELFARE AND EDUCATION FUND,Registered with IPC,T07CC2021C,From 01/6/2020 to 30/6/2023,Community,South West,"Financial assistance, bursaries & scholarships"
234,National Arthritis Foundation,Registered with IPC,S84SS0010J,From 05/12/2022 to 04/12/2025,Health,Diseases/Illnessess Support Group,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
235,Nature Society (Singapore),Registered with IPC,S61SS0142H,From 01/9/2022 to 31/8/2024,Others,Environment,"Public awareness, promotion & advisory Training & education Research"
236,Nazareth Bible-Presbyterian Church,Registered,S86SS0057L,Not Applicable,Religious,Christianity,
237,NEE SOON EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2014H,From 01/10/2021 to 30/9/2024,Community,North West,"Financial assistance, bursaries & scholarships"
238,NeuGen Fund (formerly known as ISCOS ReGen Fund),Registered with IPC,S00CC0006G,From 15/3/2022 to 14/3/2025,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Financial assistance, bursaries & scholarships Training & education"
239,NEW BEGINNING CHURCH LTD.,Registered,200504480C,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
240,"NEW COMMUNITY FAMILY CENTRE, THE",Registered,T05SS0136D,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
241,New Covenant Sanctuary,Registered,S93SS0020A,Not Applicable,Religious,Christianity,Direct Services
242,NEW HEART MUSIC LTD.,Registered,200509987M,Not Applicable,Religious,Christianity,Training & education
243,NEW LIFE CHURCH LTD,Registered,198403049K,Not Applicable,Religious,Christianity,
244,NEW LIFE STORIES LIMITED,Registered with IPC,201411304Z,From 27/4/2023 to 26/12/2024,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Training & education Research"
245,NEW OPERA SINGAPORE LTD.,Registered with IPC,201114924K,From 04/1/2022 to 03/1/2024,Arts and Heritage,"Music & Orchestras,Theatre & Dramatic Arts","Direct Services Public awareness, promotion & advisory"
246,New Testament Baptist Church,Registered,S88SS0054L,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Training & education"
247,NGEE ANN CULTURAL CENTRE LIMITED,Registered,199805169D,Not Applicable,Arts and Heritage,Historical & Cultural Conservation,
248,NINE YEARS THEATRE LTD.,Registered with IPC,201221584C,From 14/11/2022 to 13/5/2024,Arts and Heritage,Theatre & Dramatic Arts,
249,NNI HEALTH ENDOWMENT FUND,Deregistered,T00CC1410F,Not Applicable,Health,,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
250,NULIFE CARE & COUNSELLING SERVICES LIMITED,Registered with IPC,200416313W,From 18/6/2022 to 17/12/2023,Social and Welfare,Community,Direct Services
251,OC Resources (Singapore),Registered,S82SS0010K,Not Applicable,Religious,Christianity,Training & education Research
252,Odiyana Buddhist Meditation Society,Registered,T02SS0130B,Not Applicable,Religious,Buddhism,Training & education
253,Oikos Christian Church,Registered,S97SS0100B,Not Applicable,Religious,Christianity,
254,ORCHESTRA OF THE MUSIC MAKERS LTD.,Registered with IPC,201002361G,From 06/9/2021 to 05/9/2023,Arts and Heritage,Music & Orchestras,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
255,Overseas Mission Christian Fellowship,Registered,S99SS0001F,Not Applicable,Religious,Christianity,
256,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2015D,From 01/1/2021 to 31/12/2023,Community,North East,"Financial assistance, bursaries & scholarships"
257,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S98CC1310A,From 01/4/2022 to 31/3/2025,Community,North East,"Financial assistance, bursaries & scholarships"
258,PATRICK D. HARRIGAN FOUNDATION LTD.,Deregistered,201300889K,Not Applicable,Others,"Animal Welfare,Children/Youth",Grantmaking
259,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S91CC0799J,From 01/1/2021 to 31/12/2023,Community,North East,"Financial assistance, bursaries & scholarships"
260,PESI B DAVAR MEMORIAL DONATION FUND,Registered,S84CC0060F,Not Applicable,Others,General Charitable Purposes,
261,Philippine Bayanihan Society (Singapore),Registered,T01SS0179C,Not Applicable,Others,General Charitable Purposes,Training & education
262,PIONEERS INASIA (SINGAPORE) LTD,Registered,198502289W,Not Applicable,Religious,Christianity,
263,PLATFORM PROJECTS LTD.,Deregistered,201136393K,Not Applicable,Arts and Heritage,Visual Arts,
264,PM.Haze,Registered,T16SS0125L,Not Applicable,Others,Environment,"Public awareness, promotion & advisory Training & education Research"
265,Poh Ann Keng,Registered,T01SS0042C,Not Applicable,Religious,Taoism,Direct Services
266,Poh Leng Jie Kwan Inn Buddhist Association,Registered,S56SS0007K,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
267,Poh Teck Siang Tng,Registered,S84SS0001L,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
268,Praise Evangelical Free Church,Registered,S98SS0072K,Not Applicable,Religious,Christianity,Training & education
269,PRINCETON IN ASIA (SINGAPORE) LIMITED,Registered,201101057D,Not Applicable,Education,Others,
270,PROJECT ORBIS INTERNATIONAL INC. (SINGAPORE) LTD.,Registered,201332607E,Not Applicable,Health,Others,Training & education
271,Providence Reformed Presbyterian Church,Registered,S95SS0100C,Not Applicable,Religious,Christianity,
272,Pu Ji Si Buddhist Research Centre,Registered,T03SS0134B,Not Applicable,Religious,Buddhism,
273,Qing Yun Meow,Registered,S85SS0043F,Not Applicable,Religious,Taoism,
274,QUEENSTOWN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S89CC0668L,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
275,Queenstown Multi-Service Centre,Registered with IPC,T03SS0013E,From 18/2/2023 to 17/2/2026,Health,,Direct Services
276,RADIN MAS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0339D,From 01/4/2021 to 31/3/2024,Community,Central,"Financial assistance, bursaries & scholarships"
277,RAHMATAN LIL ALAMIN FOUNDATION LTD.,Registered with IPC,200910530Z,From 23/11/2021 to 22/11/2023,Others,General Charitable Purposes,Grantmaking
278,Realm of Tranquility,Registered with IPC,S81SS0064C,From 24/4/2023 to 23/2/2025,Social and Welfare,Community,Direct Services
279,Redeemer Baptist Church,Registered,S90SS0010C,Not Applicable,Religious,Christianity,Direct Services
280,REDHILL MORAL SENIOR ACTIVITY CENTRE,Registered,S96CC1169J,Not Applicable,Health,,
281,Reformed Bible Presbyterian Church,Registered,T07SS0238H,Not Applicable,Religious,Christianity,Direct Services
282,Restroom Association (Singapore),Registered with IPC,S98SS0167J,From 01/11/2021 to 31/10/2024,Others,Environment,"Public awareness, promotion & advisory Training & education"
283,Revival Centre Church,Registered,S62SS0063F,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
284,Revival Faith Assembly,Registered,S84SS0046L,Not Applicable,Religious,Christianity,
285,REVIVAL FELLOWSHIP (SINGAPORE),Registered,S89SS0035B,Not Applicable,Religious,Christianity,
286,Rhema Bible Training Center (Singapore),Registered,T03SS0181F,Not Applicable,Religious,Christianity,Training & education
287,RUBBAT SCHOOL TARIM,Registered,S84CC0093J,Not Applicable,Religious,Islam,
288,SAF CARE FUND,Registered with IPC,201323131D,From 01/4/2023 to 31/1/2026,Social and Welfare,Disability (Adult),"Financial assistance, bursaries & scholarships"
289,SALIM TALIB CHARITY SETTLEMENT,Deregistered,S85CC0214G,Not Applicable,Religious,Islam,
290,Sam Ann Temple Association,Registered,S84SS0028D,Not Applicable,Religious,Taoism,
291,"Sam Kiang Huay Kwan, The",Registered,S61SS0046A,Not Applicable,Health,TCM Clinic,Direct Services
292,Samadhi Buddhist Society,Registered,S88SS0097H,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
293,SATHECOLLECTIVE LTD.,Registered with IPC,201629632R,From 03/11/2021 to 02/11/2023,Arts and Heritage,Traditional Ethnic Performing Arts,Training & education Research
294,SAWL SCHOLARSHIP FUND,Registered with IPC,S89CC0680J,From 01/1/2023 to 31/12/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
295,SCIENCE CENTRE BOARD ENDOWMENT FUND,Exempt Charity,T08CC3013H,Not Applicable,Education,Local Educational Institutions/Funds,"Direct Services Public awareness, promotion & advisory Training & education"
296,SEED MINISTRIES LIMITED,Registered,200312988Z,Not Applicable,Religious,Christianity,Supports other Charities Training & education
297,SELETAR TAMIL METHODIST CHURCH,Registered,S87CC0486D,Not Applicable,Religious,Christianity,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
298,Sembawang Assembly of God,Registered,T03SS0178F,Not Applicable,Religious,Christianity,Direct Services
299,SENG WONG BEO TEMPLE,Registered,T01CC1520G,Not Applicable,Religious,Taoism,
300,SENGKANG EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T07CC2010B,From 01/6/2020 to 30/6/2023,Community,North East,"Financial assistance, bursaries & scholarships"
301,SENGKANG WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T06CC1994D,From 01/10/2021 to 30/9/2024,Community,Central,"Financial assistance, bursaries & scholarships"
302,Sera Jey (Singapore) Buddhist Centre,Registered,T07SS0082J,Not Applicable,Religious,Buddhism,
303,Serangoon CCC Community Development and Welfare Fund,Registered with IPC,T10CC0009B,From 01/7/2020 to 30/6/2023,Community,North East,"Financial assistance, bursaries & scholarships Supports other Charities"
304,SETTLEMENT OF S.S.ABDAT DEC'D,Registered,S85CC0203F,Not Applicable,Others,General Charitable Purposes,
305,Seventy Times Seven,Registered with IPC,T09CC0007H,From 01/10/2020 to 30/9/2023,Social and Welfare,"Children/Youth,Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
306,SHADDAI BAPTIST CHURCH,Registered,T00SS0030A,Not Applicable,Religious,Christianity,
307,Sharon Bible-Presbyterian Church,Registered,S86SS0061G,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
308,Shekinah Assembly Of God Church,Registered,S90SS0015E,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
309,Shekinah Joy Church,Registered,S90SS0022L,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory"
310,SHENG HONG ARTS INSTITUTE,Registered,T09SS0065H,Not Applicable,Arts and Heritage,"Literary Arts,Music & Orchestras,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education","Direct Services Public awareness, promotion & advisory Training & education"
311,SHENG-TU EVANGELISTIC MISSION (SINGAPORE),Registered,S56SS0024K,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
312,SHENTON CHARITABLE COMPANY LIMITED,Registered,200209965N,Not Applicable,Social and Welfare,Community,Supports other Charities
313,SHIRDI SAI WORSHIP CENTRE LTD.,Registered,200820782H,Not Applicable,Religious,Hinduism,Grantmaking Training & education
314,Shri Ram Chandra Mission,Deregistered,S97SS0008A,Not Applicable,Others,General Charitable Purposes,
315,SIANG CHO KEONG TEMPLE,Registered,S89CC0623L,Not Applicable,Religious,Buddhism,
316,Siddhartha Centre,Registered,S94SS0113B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
317,Sikh Missionary Society of Malaya,Registered,S40SS0008F,Not Applicable,Religious,Others,
318,SING LIT STATION LIMITED,Registered with IPC,201615577D,From 15/12/2021 to 14/12/2023,Arts and Heritage,Literary Arts,"Direct Services Public awareness, promotion & advisory Training & education"
319,Sing Man Temple (Singapore),Registered,T08SS0124L,Not Applicable,Religious,Buddhism,Direct Services
320,"SINGAPORE ASSOCIATION FOR CONTINUING EDUCATION, THE",Registered,S79SS0040B,Not Applicable,Health,Active Ageing,Training & education
321,Singapore Baptist Convention,Registered,S74SS0032H,Not Applicable,Religious,Christianity,Training & education
322,Singapore Boxing Federation,Registered,S62SS0024D,Not Applicable,Sports,NSAs,
323,Singapore Buddhist Mission,Registered,S81SS0092D,Not Applicable,Religious,Buddhism,Direct Services
324,Singapore Centre for Global Missions,Registered,S80SS0007L,Not Applicable,Religious,Christianity,Training & education
325,Singapore Charismatic Church,Registered,S84SS0006B,Not Applicable,Religious,Christianity,
326,Singapore Chee Hoon Kog Moral Promotion Society,Registered,S82SS0013J,Not Applicable,Religious,Others,"Direct Services Financial assistance, bursaries & scholarships"
327,"Singapore Chinese Buddhist Association, The",Registered,S61SS0035L,Not Applicable,Religious,Buddhism,Direct Services Supports other Charities Training & education
328,Singapore Eye Foundation,Registered,S83SS0015F,Not Applicable,Health,Diseases/Illnessess Support Group,Direct Services Research Training & education
329,SINGAPORE HERITAGE SOCIETY,Registered with IPC,S87SS0042J,From 14/7/2021 to 13/7/2023,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory Research"
330,SINGAPORE HOSPICE COUNCIL,Registered with IPC,S95SS0013E,From 01/10/2021 to 30/9/2024,Health,"Hospice,Others","Public awareness, promotion & advisory Supports other Charities Training & education Research"
331,SINGAPORE ICE HOCKEY ASSOCIATION,Registered,T02SS0138C,From 14/9/2020 to 30/9/2021,Sports,NSAs,Direct Services
332,Singapore Jain Religious Society,Registered,S72SS0036D,Not Applicable,Religious,Others,Direct Services Supports other Charities
333,"Singapore Japanese Christian Fellowship, The",Registered,S81SS0006J,Not Applicable,Religious,Christianity,Direct Services
334,SINGAPORE JUDO FEDERATION,Registered with IPC,S65SS0037A,From 01/5/2021 to 30/4/2024,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
335,Singapore National Stroke Association,Registered with IPC,S96SS0196G,From 20/11/2021 to 19/11/2024,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Training & education"
336,Singapore Nurses' Christian Fellowship,Registered,S60SS0018F,Not Applicable,Religious,Christianity,
337,SINGAPORE ROWING ASSOCIATION,Registered,S83SS0011L,Not Applicable,Sports,NSAs,
338,SINGAPORE SENIOR CITIZEN CALLIGRAPHY UNIVERSITY CENTRE LIMITED,Registered,200719102E,Not Applicable,Arts and Heritage,Others,Training & education
339,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),Registered with IPC,S60SS0012H,From 25/3/2022 to 24/3/2025,Sports,NSAs,Training & education
340,Singapore Sport Climbing and Mountaineering Federation,Registered,S93SS0038G,Not Applicable,Sports,NSAs,Direct Services Training & education Research
341,Singapore Tao Yuan also named The World Red Swastika Society (Singapore Administration Centre),Registered,S62SS0005A,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
342,Singapore Urological Association,Registered,S86SS0015K,Not Applicable,Health,,"Public awareness, promotion & advisory Training & education"
343,Singapore Women's Association (Persatuan Wanita Singapura),Registered with IPC,S54SS0010L,From 03/1/2022 to 02/1/2025,Social and Welfare,Community,"Public awareness, promotion & advisory Supports other Charities Training & education"
344,Singapore Xiangqi General Association (SIXGA),Registered,S61SS0078H,From 14/3/2019 to 13/3/2022,Sports,NSAs,"Public awareness, promotion & advisory Training & education"
345,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,Registered with IPC,T06CC1996G,From 30/9/2022 to 29/9/2025,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
346,SNEC HEALTH ENDOWMENT FUND,Deregistered,T02CC1573C,Not Applicable,Health,,"Financial assistance, bursaries & scholarships Training & education"
347,Society for Eastern Culture Studies,Registered,T02SS0042H,Not Applicable,Arts and Heritage,Training & Education,Training & education
348,SONJA HOPE FOUNDATION LTD.,Registered,201601389E,Not Applicable,Others,Humanitarian Aid,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
349,Soon San Teng Temple,Registered,S77SS0022G,Not Applicable,Religious,Taoism,Direct Services
350,SOON THIAN KEING (TUA KONSI) LTD,Registered,198200494C,Not Applicable,Religious,Taoism,Supports other Charities
351,SOURCE OF LIGHT SOCIETY (SINGAPORE),Registered,T00SS0009E,Not Applicable,Religious,Christianity,Training & education
352,SPACES COUNSELING AND COMMUNITY LIMITED,Registered,200402955N,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory"
353,SPIRIT OF ENTERPRISE,Registered with IPC,200301515E,From 07/1/2023 to 06/1/2025,Others,Children/Youth,"Financial assistance, bursaries & scholarships Training & education"
354,Sri Krishna Mandir Welfare Society,Registered,T02SS0007A,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Eldercare,Family","Direct Services Public awareness, promotion & advisory Training & education"
355,SRI SENPAGA VINAYAGAR TEMPLE,Registered,T02CC1612A,Not Applicable,Religious,Hinduism,Direct Services
356,Sri Siva Krishna Temple,Registered,S70SS0003B,Not Applicable,Religious,Hinduism,Direct Services
357,SRI VADAPATHIRA KALIAMMAN TEMPLE,Registered,S95CC1074E,Not Applicable,Religious,Hinduism,Direct Services
358,ST ANDREW'S CATHEDRAL CENTENARY TRUST,Registered,S84CC0031J,Not Applicable,Religious,Christianity,
359,ST ANDREW'S CATHEDRAL HOME,Registered with IPC,S85CC0155K,From 01/12/2021 to 31/8/2023,Social and Welfare,Eldercare,Direct Services
360,Sukyo Mahikari Singapore,Registered,S82SS0064H,Not Applicable,Religious,Others,
361,SUPPORT FOR THE ARTS FUND,Exempt Charity with IPC,T08CC3019F,From 01/8/2020 to 31/7/2023,Arts and Heritage,"Literary Arts,Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education,Visual Arts","Public awareness, promotion & advisory"
362,SWEE KOW KUAN TEMPLE,Registered,S80SS0186B,Not Applicable,Religious,Taoism,Direct Services
363,Sze Hock Keng Tua Peh Kong Association,Registered,S92SS0022K,Not Applicable,Religious,Taoism,
364,Tabernacle Bible Presbyterian Church,Registered,T05SS0089D,Not Applicable,Religious,Christianity,
365,TABERNACLE OF HOLINESS CHURCH LIMITED,Registered,198001178E,Not Applicable,Religious,Christianity,
366,Tai Pei Buddhist Centre,Registered,T01SS0214F,Not Applicable,Religious,Buddhism,Training & education
367,TAI SENG CHRISTIAN CHURCH (C.N.E.C.) LIMITED,Registered,198404204K,Not Applicable,Religious,Christianity,Supports other Charities
368,TAI YEONG KON TEMPLE,Registered,S87SS0127C,Not Applicable,Religious,Buddhism,
369,TALENTTRUST LIMITED,Registered with IPC,201430501R,From 09/10/2021 to 08/10/2023,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
370,TAMIL METHODIST CHURCH - SHORT STREET,Registered,S87CC0512J,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
371,TAMPINES WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S92CC0903H,From 01/7/2021 to 30/6/2024,Community,North East,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
372,T'ANG QUARTET LIMITED,Registered,200102183D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
373,TANG RENAISSANCE,Registered with IPC,201630110G,From 27/2/2023 to 26/2/2025,Arts and Heritage,Traditional Ethnic Performing Arts,"Training & education Public awareness, promotion & advisory"
374,TANGLIN TRUST SCHOOL FOUNDATION LIMITED,Registered,201212078W,Not Applicable,Education,Foundations & Trusts,Grantmaking Training & education
375,Taoist Federation (Singapore),Registered,S90SS0063E,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory Supports other Charities"
376,TAY LECK TECK FOUNDATION,Registered,197600306D,Not Applicable,Social and Welfare,Community,
377,TEATER EKAMATRA LTD.,Registered,201130737W,Not Applicable,Arts and Heritage,Theatre & Dramatic Arts,
378,TEEN CHALLENGE ENTERPRISES LTD.,Registered,200306056R,Not Applicable,Social and Welfare,"Children/Youth,Community",Direct Services
379,TEMENGGONG ARTISTS-IN-RESIDENCE LTD.,Registered with IPC,200916397C,From 12/8/2021 to 11/8/2023,Arts and Heritage,Visual Arts,"Public awareness, promotion & advisory"
380,Tenrikyo Mission Center in Singapore,Registered,S71SS0034G,Not Applicable,Religious,Others,Direct Services Training & education
381,Teong Siew Kuan Temple Association,Registered,S86SS0012L,Not Applicable,Religious,Taoism,
382,TFA LALITA KALA COMPANY,Registered with IPC,200410925C,From 01/3/2022 to 29/2/2024,Arts and Heritage,Traditional Ethnic Performing Arts,
383,THE A CAPPELLA SOCIETY LTD.,Registered,200721181D,Not Applicable,Arts and Heritage,Music & Orchestras,"Public awareness, promotion & advisory Training & education"
384,The GZ Charitable Trust,Deregistered,T14CC0005E,Not Applicable,Others,General Charitable Purposes,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities Training & education"
385,THE HAGUE INTERNATIONAL MODEL UNITED NATIONS LIMITED,Registered,200507109D,Not Applicable,Others,General Charitable Purposes,
386,THE ISLAND FOUNDATION LTD.,Registered,201011968M,Not Applicable,Others,General Charitable Purposes,Direct Services Training & education
387,THE LIVING WAY CHURCH LTD.,Registered,200300692M,Not Applicable,Religious,Christianity,
388,The Masonic Charitable Fund,Registered,T19CC0001B,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Training & education"
389,The Mission to Seafarers Singapore,Registered,S83SS0014K,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory"
390,THE PRIVATE MUSEUM LTD.,Registered with IPC,201005410R,From 03/5/2022 to 02/5/2024,Arts and Heritage,"Historical & Cultural Conservation,Visual Arts","Public awareness, promotion & advisory"
391,THE SELECT CENTRE LTD.,Registered,201527668D,Not Applicable,Arts and Heritage,"Literary Arts,Training & Education","Public awareness, promotion & advisory"
392,THE SOPHIA FOUNDATION LIMITED,Registered,201328650M,Not Applicable,Others,General Charitable Purposes,
393,THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SINGAPORE LTD.,Registered,197602001W,Not Applicable,Religious,Others,Training & education
394,THE TITULAR SUPERIOR OF THE BROTHERS OF ST. GABRIEL IN SINGAPORE,Exempt Charity,T08CC4001B,Not Applicable,Religious,"Christianity,Environment",
395,THE WAN BOO SOW CHARITY FUND LIMITED,Registered with IPC,200509963D,From 11/6/2021 to 10/12/2023,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
396,THE WAY CHURCH LIMITED,Registered,197902947R,Not Applicable,Religious,Christianity,Direct Services Supports other Charities
397,THE WP COMMUNITY FUND,Registered,201401272N,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Disability (Children),Eldercare,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
398,THONG CHAI INSTITUTE OF MEDICAL RESEARCH,Registered with IPC,200311661W,From 18/4/2022 to 17/4/2025,Health,TCM Clinic,Training & education Research
399,Tian Teck Keng Temple,Registered,S91SS0025D,Not Applicable,Religious,Taoism,Direct Services
400,Tien Sen Tua Temple,Registered,S93SS0019D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
401,Ti-Sarana Buddhist Association,Registered,S77SS0035L,Not Applicable,Religious,Buddhism,
402,TOONG CHAI ENGLISH PRESBYTERIAN CHURCH,Registered,T12SS0059K,Not Applicable,Religious,Christianity,Direct Services
403,TOONG CHAI PRESBYTERIAN CHURCH,Registered,T11SS0127L,Not Applicable,Religious,Christianity,
404,True Jesus Church (Telok Kurau),Registered,S61SS0030J,Not Applicable,Religious,Christianity,Direct Services
405,Tung Ling Community Services,Registered,T03SS0069F,Not Applicable,Social and Welfare,"Community,Eldercare",Direct Services
406,TWEE BOEY TENG NIANG TEMPLE,Registered,T04CC1816K,Not Applicable,Religious,Taoism,
407,ULU PANDAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0308D,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships"
408,United Indian Muslim Association,Registered,S64SS0034H,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
409,Voices For Animals,Registered,T14SS0132G,Not Applicable,Others,Animal Welfare,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
410,Wah Sua Keng Temple,Registered,S88SS0043K,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships Supports other Charities"
411,WAN MIN COMMUNITY SERVICES,Registered,T02SS0215G,Not Applicable,Social and Welfare,Community,"Public awareness, promotion & advisory Supports other Charities Training & education"
