S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
178,REDEMPTORIST FATHERS CORPORATION,Exempt Charity,T08CC4014F,Not Applicable,Religious,"Christianity,Environment",
179,REN CI HOSPITAL,Registered with IPC,201018593M,From 16/11/2022 to 15/11/2025,Health,Nursing Home,Direct Services
180,REPUBLIC POLYTECHNIC,Exempt Charity,T08GB0046G,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
181,Reverend Mother Superior of the Franciscan Missionaries of the Divine Motherhood in Malaya,Exempt Charity,T08CC4006D,Not Applicable,Health,Environment,Supports other Charities
182,REVEREND MOTHER SUPERIOR OF THE GOOD SHEPHERD NUNS IN MALAYA,Exempt Charity,T08CC4007L,Not Applicable,Religious,"Christianity,Environment",
183,"SALVATION ARMY, THE",Exempt Charity with IPC,T07CC3012G,From 01/7/2022 to 31/3/2025,Social and Welfare,"Children/Youth,Community,Eldercare,Family,Support Groups","Direct Services Financial assistance, bursaries & scholarships"
184,SASCO SENIOR CITIZENS' HOME,Registered with IPC,S89CC0702G,From 07/7/2022 to 06/4/2024,Social and Welfare,"Community,Eldercare,Support Groups",Direct Services
185,SATA COMMHEALTH,Registered with IPC,194700119G,From 20/6/2022 to 19/6/2025,Health,Others,
186,SATHYA SAI SOCIAL SERVICE (SINGAPORE),Registered with IPC,S96SS0160E,From 01/5/2023 to 30/9/2025,Social and Welfare,Community,Direct Services
187,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",Registered with IPC,200903483M,From 19/4/2023 to 18/4/2025,Education,Local Educational Institutions/Funds,Training & education
188,SCIENCE CENTRE BOARD,Exempt Charity,T08GB0047C,Not Applicable,Education,Local Educational Institutions/Funds,"Direct Services Public awareness, promotion & advisory Training & education"
189,SG ENABLE LTD.,Registered with IPC,200822425N,From 01/3/2021 to 28/2/2024,Social and Welfare,"Disability (Adult),Disability (Children)","Public awareness, promotion & advisory"
190,Sian Chay Medical Institution,Registered with IPC,S62SS0055D,From 01/7/2021 to 30/6/2023,Health,TCM Clinic,Direct Services
191,SIM University Education Fund,Deregistered,T07CC2050L,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
192,SINGAPORE AMERICAN SCHOOL LIMITED,Registered,196400340R,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
193,Singapore Anglican Community Services,Registered with IPC,S75SS0005H,From 01/7/2022 to 31/12/2024,Social and Welfare,"Community,Disability (Adult),Eldercare,Family",Direct Services
194,SINGAPORE ART MUSEUM,Registered with IPC,201330746G,From 12/12/2021 to 11/12/2024,Arts and Heritage,Visual Arts,Direct Services
195,SINGAPORE ARTS SCHOOL LTD.,Registered with IPC,200500775C,From 25/7/2020 to 24/7/2024,Arts and Heritage,Training & Education,"Financial assistance, bursaries & scholarships Training & education"
196,"Singapore Association for Mental Health, The",Registered with IPC,S68SS0038A,From 01/1/2022 to 31/12/2024,Health,Diseases/Illnessess Support Group,Direct Services
197,"Singapore Buddhist Lodge, The",Registered,S61SS0026B,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
198,Singapore Buddhist Welfare Services,Registered with IPC,S81SS0060H,From 01/7/2022 to 31/1/2024,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Training & education"
199,SINGAPORE BUSINESS FEDERATION FOUNDATION LIMITED,Registered with IPC,201316694R,From 16/7/2021 to 15/7/2024,Others,General Charitable Purposes,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
200,Singapore Cancer Society,Registered with IPC,S65SS0033F,From 31/3/2022 to 30/3/2025,Health,"Diseases/Illnessess Support Group,Hospice,Others","Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
201,Singapore Children's Society,Registered with IPC,S62SS0057G,From 01/7/2021 to 30/6/2025,Social and Welfare,Family,"Direct Services Research Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
202,SINGAPORE CHINESE CULTURAL CENTRE,Registered with IPC,201309577Z,From 01/2/2023 to 31/1/2026,Arts and Heritage,"Historical & Cultural Conservation,Literary Arts,Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Visual Arts","Direct Services Public awareness, promotion & advisory"
203,SINGAPORE CHINESE ORCHESTRA COMPANY LIMITED,Registered with IPC,199603271D,From 02/4/2021 to 01/4/2024,Arts and Heritage,Music & Orchestras,
204,SINGAPORE CHRISTIAN HOME,Registered with IPC,S77SS0040C,From 22/1/2023 to 21/1/2026,Health,Nursing Home,Direct Services
205,SINGAPORE CHUNG HWA MEDICAL INSTITUTION,Registered with IPC,201109599Z,From 23/11/2022 to 22/11/2025,Health,TCM Clinic,
206,SINGAPORE COLLEGE OF INSURANCE LIMITED,Registered,199408491M,Not Applicable,Others,General Charitable Purposes,Training & education
207,SINGAPORE EYE RESEARCH INSTITUTE,Registered,199704888Z,Not Applicable,Health,Others,Training & education Research
208,Singapore Heart Foundation,Registered with IPC,S70SS0007H,From 29/6/2022 to 28/6/2025,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory"
209,Singapore Indian Development Association (SINDA),Registered with IPC,S90SS0098L,From 16/12/2021 to 15/2/2026,Others,Self-Help Groups,"Financial assistance, bursaries & scholarships Training & education"
210,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,Registered,201933324M,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Training & education"
211,Singapore Institute of Management Society,Deregistered,S64SS0050A,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
212,SINGAPORE INSTITUTE OF TECHNOLOGY,Registered with IPC,200917667D,From 01/2/2021 to 31/1/2024,Education,Local Educational Institutions/Funds,Training & education
213,SINGAPORE INTERNATIONAL FOUNDATION,Registered with IPC,199103796W,From 01/12/2022 to 30/11/2025,Others,General Charitable Purposes,
214,SINGAPORE KOREAN INTERNATIONAL SCHOOL LTD.,Registered,199301198G,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
215,SINGAPORE MANAGEMENT UNIVERSITY,Registered with IPC,200000267Z,From 01/1/2022 to 31/12/2024,Education,Local Educational Institutions/Funds,Training & education
216,SINGAPORE MILLENNIUM FOUNDATION LIMITED,Deregistered,200102355R,Not Applicable,Others,Think Tanks,
217,SINGAPORE OLYMPIC FOUNDATION,Registered with IPC,201003786C,From 12/3/2022 to 11/3/2025,Sports,Non-NSAs,"Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
218,SINGAPORE POLYTECHNIC,Exempt Charity,T08GB0056A,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
219,SINGAPORE POLYTECHNIC ENDOWMENT FUND,Exempt Charity with IPC,T08CC3015L,From 01/4/2021 to 31/3/2026,Education,Local Educational Institutions/Funds,Training & education
220,SINGAPORE RED CROSS SOCIETY,Registered with IPC,S86CC0370E,From 01/1/2023 to 31/10/2025,Others,General Charitable Purposes,Direct Services Training & education
221,"SINGAPORE SCOUT ASSOCIATION, THE",Registered with IPC,S85CC0196D,From 01/9/2022 to 31/8/2025,Education,Uniformed Groups,Training & education
222,SINGAPORE SPORTS SCHOOL LTD.,Registered,200210728W,Not Applicable,Sports,Non-NSAs,Training & education
223,Singapore Swimming Association,Registered with IPC,S61SS0088B,From 01/7/2021 to 30/6/2024,Sports,NSAs,
224,SINGAPORE SYMPHONIA COMPANY LIMITED,Registered with IPC,197801125M,From 02/4/2021 to 01/4/2024,Arts and Heritage,Music & Orchestras,"Training & education Public awareness, promotion & advisory"
225,"Singapore Thomson Road Baptist Church, The",Registered,S68SS0003F,Not Applicable,Religious,Christianity,Direct Services
226,SINGAPORE THONG CHAI MEDICAL INSTITUTION,Registered with IPC,196000175E,From 01/7/2022 to 30/6/2025,Health,TCM Clinic,Direct Services
227,Singapore Universities Trust,Registered,T12CC0001L,Not Applicable,Education,Foundations & Trusts,Grantmaking
228,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Registered with IPC,200504979Z,From 11/7/2022 to 10/7/2025,Education,Local Educational Institutions/Funds,Training & education
229,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Registered with IPC,200913519C,From 21/7/2022 to 20/7/2027,Education,Local Educational Institutions/Funds,"Research Financial assistance, bursaries & scholarships Training & education"
230,Singapore Youth Flying Club,Registered,S71SS0050L,Not Applicable,Others,Children/Youth,Training & education
231,SINGHEALTH FOUNDATION (FORMERLY KNOWN AS SINGHEALTH ENDOWMENT FUND),Deregistered,T02CC1576B,Not Applicable,Health,,Grantmaking
232,SINGHEALTH FUND,Registered with IPC,201624016E,From 27/3/2022 to 26/3/2025,Health,Cluster/Hospital Funds,"Grantmaking Financial assistance, bursaries & scholarships Training & education Research"
233,SJI INTERNATIONAL SCHOLARSHIPS AND BURSARIES FUND,Registered with IPC,T06CC1997C,From 30/9/2022 to 29/9/2025,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
234,SkillsFuture Jubilee Fund,Registered,T15CC0002L,,Others,General Charitable Purposes,Training & education
235,SNEC HEALTH RESEARCH ENDOWMENT FUND,Registered with IPC,T02CC1574K,From 01/4/2021 to 31/3/2024,Health,,Training & education Research
236,Society for The Aged Sick,Registered with IPC,S68SS0022J,From 01/9/2021 to 31/8/2024,Health,Nursing Home,Direct Services
237,Soka Gakkai Singapore,Registered,S72SS0009K,Not Applicable,Religious,Buddhism,
238,SPD,Registered with IPC,S64SS0052D,From 01/1/2022 to 31/12/2025,Social and Welfare,"Disability (Adult),Disability (Children)","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
239,SPECTRA SECONDARY SCHOOL,Registered with IPC,201300697M,From 03/6/2022 to 02/6/2027,Education,Local Educational Institutions/Funds,Training & education
240,SPH FOUNDATION LIMITED,Registered with IPC,200300910M,From 01/11/2021 to 31/7/2023,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
241,SPIRITUAL GRACE PRESBYTERIAN CHURCH,Registered,T12SS0133D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
242,Sporting Singapore Fund,Deregistered,T08CC3023B,Not Applicable,Sports,Non-NSAs,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
243,Sree Narayana Mission (Singapore),Registered with IPC,S48SS0016D,From 01/3/2021 to 29/2/2024,Social and Welfare,"Community,Eldercare","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
244,St Andrew's Cathedral,Exempt Charity,T08CC4055L,Not Applicable,Religious,Christianity,Direct Services
245,ST ANDREW'S MISSION HOSPITAL,Exempt Charity with IPC,T08CC3017C,From 01/7/2020 to 30/6/2023,Health,Nursing Home,Direct Services
246,ST FRANCIS METHODIST SCHOOL LTD.,Registered,201021676W,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
247,ST LUKE'S ELDERCARE LTD.,Registered with IPC,199904873Z,From 01/2/2023 to 31/1/2026,Health,"Nursing Home,Others",Direct Services
248,ST LUKE'S HOSPITAL,Registered with IPC,199205095C,From 23/9/2022 to 22/9/2025,Health,,Direct Services Training & education
249,St. John's Home for Elderly Persons,Registered with IPC,S61SS0176G,From 01/4/2022 to 31/3/2026,Social and Welfare,"Eldercare,Support Groups",Direct Services
250,ST. JOSEPH'S INSTITUTION  INTERNATIONAL ELEMENTARY SCHOOL LTD.,Registered,201009321K,Not Applicable,Education,Foreign Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
251,ST. JOSEPH'S INSTITUTION INTERNATIONAL LTD.,Registered,200607833C,Not Applicable,Education,Foreign Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
252,SUNLOVE ABODE FOR INTELLECTUALLY-INFIRMED LTD,Registered with IPC,199202859C,From 22/11/2022 to 21/11/2025,Health,"Nursing Home,Others","Direct Services Public awareness, promotion & advisory Training & education"
253,Sunshine Welfare Action Mission (SWAMI),Registered with IPC,S88SS0104K,From 01/11/2022 to 31/10/2025,Health,Nursing Home,Direct Services
254,SymAsia Singapore Fund,Registered with IPC,T11CC0001F,From 06/4/2022 to 05/4/2025,Others,General Charitable Purposes,Grantmaking Supports other Charities
255,TANGLIN TRUST SCHOOL LIMITED,Registered,196100114C,Not Applicable,Education,Foreign Educational Institutions/Funds,
256,TEMASEK FOUNDATION CARES CLG LIMITED,Deregistered,200909154Z,From 01/4/2019 to 31/3/2022,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Family","Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
257,TEMASEK FOUNDATION INNOVATES CLG LIMITED,Deregistered,201503610K,From 06/7/2019 to 05/7/2022,Others,"Environment,General Charitable Purposes,Think Tanks",Grantmaking Research
258,TEMASEK LIFE SCIENCES LABORATORY LIMITED,Registered with IPC,200201200K,From 29/12/2022 to 29/12/2025,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
259,Temasek Polytechnic,Exempt Charity,T08GB0062L,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships Training & education Research"
260,TF IPC LTD.,Registered with IPC,202038802M,From 12/3/2023 to 11/3/2026,Others,General Charitable Purposes,Grantmaking
261,THE COMMUNITY FOUNDATION OF SINGAPORE,Registered with IPC,200817758M,From 22/9/2022 to 21/9/2025,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
262,The Community Silver Trust,Registered,T16CC0003A,Not Applicable,Health,,Supports other Charities
263,THE ESPLANADE CO LTD,Registered with IPC,199205206G,From 01/4/2023 to 31/3/2026,Arts and Heritage,"Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education,Visual Arts",
264,THE FOOD BANK SINGAPORE LTD.,Registered with IPC,201200654E,From 01/2/2021 to 31/7/2023,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
265,THE INSTITUTE OF BANKING AND FINANCE,Registered,197402045E,Not Applicable,Others,General Charitable Purposes,Training & education
266,THE INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES (ASIA) LTD,Registered,200106226Z,Not Applicable,Others,Think Tanks,Research
267,THE JAPANESE SCHOOL SINGAPORE,Registered,201112919Z,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
268,The Lady Superior of the Convent of the Holy Infant Jesus in Penang,Exempt Charity,T08CC4010L,Not Applicable,Religious,"Christianity,Environment",Supports other Charities Training & education
269,THE NATIONAL KIDNEY FOUNDATION,Registered with IPC,200104750M,From 01/1/2022 to 31/12/2024,Health,,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
270,THE NGEE ANN KONGSI,Registered,S88CC0609E,Not Applicable,Education,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
271,THE SHAW FOUNDATION PTE,Registered,195700153W,Not Applicable,Others,General Charitable Purposes,"Grantmaking Financial assistance, bursaries & scholarships"
272,THE SILENT FOUNDATION LTD.,Registered,201014929C,Not Applicable,Others,"Animal Welfare,Environment,General Charitable Purposes",Grantmaking
273,The Straits Times School Pocket Money Fund,Registered with IPC,T11CC0007D,From 01/2/2023 to 31/1/2026,Social and Welfare,Family,"Financial assistance, bursaries & scholarships"
274,THE TABERNACLE CHURCH AND MISSIONS LIMITED,Registered,197700359D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
275,THE TAN CHIN TUAN FOUNDATION,Registered,197600749E,Not Applicable,Others,General Charitable Purposes,
276,The Titular Roman Catholic Archbishop Of Singapore,Exempt Charity,T08CC4023D,Not Applicable,Religious,"Christianity,Environment",
277,THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,Registered,199900175N,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
278,THE UWCSEA FOUNDATION LIMITED,Registered,200404580M,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
279,THYE HUA KWAN MORAL CHARITIES LIMITED,Registered with IPC,201130733N,From 01/12/2021 to 30/11/2024,Social and Welfare,"Children/Youth,Community,Disability (Adult),Disability (Children),Eldercare,Family","Direct Services Public awareness, promotion & advisory"
280,Thye Hua Kwan Moral Society,Registered,S78SS0031K,Not Applicable,Religious,Others,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities"
281,THYE HUA KWAN NURSING HOME LIMITED,Registered with IPC,201323219Z,From 29/6/2022 to 28/6/2025,Health,Nursing Home,Direct Services
282,TL WHANG FOUNDATION LIMITED,Registered,201910949N,Not Applicable,Others,General Charitable Purposes,Grantmaking
283,Toa Payoh Seu Teck Sean Tong,Registered,S69SS0015H,Not Applicable,Religious,Buddhism,Direct Services
284,TOUCH COMMUNITY SERVICES LIMITED,Registered with IPC,200104673R,From 01/10/2021 to 30/9/2024,Social and Welfare,Community,Direct Services Training & education
285,TRAILBLAZER FOUNDATION LTD.,Registered with IPC,200208130H,From 15/10/2022 to 14/10/2025,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities"
286,Trans Family Services,Registered with IPC,S88SS0005D,From 01/8/2021 to 30/4/2024,Social and Welfare,Family,Direct Services
287,TRINITY ANNUAL CONFERENCE,Registered,S87CC0526J,Not Applicable,Religious,Christianity,
288,TRINITY CHRISTIAN CENTRE LIMITED,Registered,197802911H,Not Applicable,Religious,Christianity,
289,TSAO FOUNDATION,Registered with IPC,199302114W,From 14/9/2021 to 13/9/2024,Health,Others,Direct Services Training & education Research
290,TTSH COMMUNITY FUND,Registered with IPC,201400920N,From 20/7/2021 to 19/7/2024,Health,,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
291,TUN DATO SIR CHENG LOCK TAN TRUST FUND,Registered,S94CC1026L,Not Applicable,Education,Foundations & Trusts,
292,UNITED WORLD COLLEGE OF SOUTH EAST ASIA,Registered,197000825H,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
293,UNITED WORLD COLLEGE OF SOUTH EAST ASIA - EAST,Registered,200801795N,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
294,VICTORY FAMILY CENTRE LTD,Registered,197802910W,Not Applicable,Religious,Christianity,
295,Viriya Community Services,Registered with IPC,T01SS0059B,From 01/10/2020 to 30/9/2023,Social and Welfare,"Community,Family","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
296,WEALTH MANAGEMENT INSTITUTE LIMITED,Registered with IPC,202020052K,From 29/9/2022 to 28/9/2025,Education,Local Educational Institutions/Funds,Training & education
297,WESLEY METHODIST CHURCH,Registered,S87CC0527E,Not Applicable,Religious,Christianity,
298,WILD RICE LTD,Registered with IPC,200100891D,From 01/6/2022 to 30/11/2023,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
299,WORLD VISION INTERNATIONAL,Registered,S81FC3015E,Not Applicable,Others,General Charitable Purposes,"Public awareness, promotion & advisory"
300,WWF-WORLD WIDE FUND FOR NATURE (SINGAPORE) LIMITED,Registered,200602275E,Not Applicable,Others,Environment,
301,YAYASAN MENDAKI,Registered with IPC,198902633C,From 28/6/2019 to 27/6/2024,Others,Self-Help Groups,
302,YELLOW RIBBON SINGAPORE,Exempt Charity,T08GB0049F,Not Applicable,Social and Welfare,Support Groups,Training & education
303,Young Men's Christian Association of Singapore,Registered with IPC,S61SS0045E,From 01/7/2021 to 30/6/2024,Social and Welfare,Community,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
304,Young Women's Christian Association of Singapore,Registered with IPC,S61SS0075J,From 01/7/2022 to 31/3/2025,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Family",Direct Services Training & education
